sessionFile,Practice,distPresence,trialType,chooseSessions.thisRepN,chooseSessions.thisTrialN,chooseSessions.thisN,chooseSessions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block,RespRT,targetShape,dist1Shape,dist2Shape,dist3Shape,dist4Shape,targetLoc,dist1Loc,dist2Loc,dist3Loc,dist4Loc,dist1Color,dist2Color,dist3Color,dist4Color,distPresence,singletonDistNumber,singletonResp,singleton distractor,targetResp,corrResp,Response_key,dist1Resp,dist2Resp,dist3Resp,dist4Resp,majorityColorName,majorityColor,singletonColor,singletonColorName,Response.keys,Response.corr,Response.rt,participant,study,session,age,gender,handedness,vision,date,expName,psychopyVersion,frameRate
practice.xlsx,practice,absent,search,0,0,0,0,0,10,10,17,0,1380.9603,circle,rectangle,pentagon,hexagon,diamond,UL,DL,DR,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,1.3809603,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,11,11,11,0,1071.2031,circle,rectangle,pentagon,hexagon,diamond,DR,UR,UL,DM,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,1.0712031,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,12,12,6,0,849.1357,circle,rectangle,pentagon,hexagon,diamond,UR,DM,DR,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.8491357,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,13,13,16,0,1744.3863,circle,rectangle,pentagon,hexagon,diamond,UL,DM,UR,DR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,1.7443863,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,14,14,4,0,790.3339,circle,rectangle,pentagon,hexagon,diamond,DR,UL,DL,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.7903339,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,15,15,1,0,603.1124,circle,rectangle,pentagon,hexagon,diamond,DR,DM,UR,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6031124,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,16,16,15,0,1385.5402,circle,rectangle,pentagon,hexagon,diamond,UL,DR,DM,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,1.3855402,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,17,17,0,0,803.956,circle,rectangle,pentagon,hexagon,diamond,DM,DL,UR,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.803956,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,18,18,12,0,958.4690999,circle,rectangle,pentagon,hexagon,diamond,UL,DR,DL,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.9584691,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,0,19,19,13,0,718.3532,circle,rectangle,pentagon,hexagon,diamond,UR,DM,UL,DL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,left,left,right,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.7183532,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,1,0,20,2,0,1301.6411,circle,rectangle,pentagon,hexagon,diamond,DL,DM,UR,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,1.3016411,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,1,1,21,14,0,805.8411999,circle,rectangle,pentagon,hexagon,diamond,DM,UR,DR,DL,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.8058412,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,1,2,22,7,0,790.5266,circle,rectangle,pentagon,hexagon,diamond,DR,DM,UR,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.7905266,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,1,3,23,5,0,765.0645,circle,rectangle,pentagon,hexagon,diamond,UR,UL,DL,DR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.7650645,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
practice.xlsx,practice,absent,search,0,0,0,0,1,4,24,13,1,809.1492,circle,rectangle,pentagon,hexagon,diamond,UL,UR,DR,DM,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.8091492,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,0,0,0,5,1,718.1314999,circle,rectangle,pentagon,hexagon,diamond,DM,UR,UL,DL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.7181315,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,0,1,1,6,1,733.4592999,circle,rectangle,pentagon,hexagon,diamond,DL,UR,DR,DM,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.7334593,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,0,2,2,7,1,1301.8707,circle,rectangle,pentagon,hexagon,diamond,DL,DM,DR,UL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,1.3018707,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,0,3,3,2,1,1530.1445,circle,rectangle,pentagon,hexagon,diamond,UL,DM,UR,DR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,DL,right,dist4,right,2,2,left,left,left,right,grey,#6A6A6A,#DD3500,red,num_2,1,1.5301445,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,0,4,4,4,1,1047.9675,circle,rectangle,pentagon,hexagon,diamond,UR,DR,UL,DL,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,1.0479675,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,0,5,5,3,1,1172.5253,circle,rectangle,pentagon,hexagon,diamond,UL,DM,UR,DL,DR,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,UR,left,dist2,right,2,2,right,left,left,right,grey,#6A6A6A,#DD3500,red,num_2,1,1.1725253,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,0,6,6,0,1,694.7433,circle,rectangle,pentagon,hexagon,diamond,UL,DM,DR,UR,DL,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,DM,right,dist1,left,1,1,right,right,left,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.6947433,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,0,7,7,1,1,931.9098999,circle,rectangle,pentagon,hexagon,diamond,DR,UL,UR,DM,DL,#6A6A6A,#6A6A6A,#DD3500,#6A6A6A,present,DM,right,dist3,left,1,1,right,right,right,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.9319099,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,1,0,8,7,1,958.3453999,circle,rectangle,pentagon,hexagon,diamond,DL,UR,DM,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.9583454,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,1,1,9,2,1,838.8474,circle,rectangle,pentagon,hexagon,diamond,DM,UL,DR,DL,UR,#6A6A6A,#6A6A6A,#DD3500,#6A6A6A,present,DL,left,dist3,right,2,2,left,right,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.8388474,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,1,2,10,5,1,653.5461,circle,rectangle,pentagon,hexagon,diamond,DL,DM,DR,UL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6535461,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,1,3,11,1,1,872.1835,circle,rectangle,pentagon,hexagon,diamond,DR,UL,DM,UR,DL,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,UL,left,dist1,left,1,1,left,right,right,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.8721835,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,1,4,12,4,1,980.9272001,circle,rectangle,pentagon,hexagon,diamond,UL,DM,DR,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.9809272,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,1,5,13,6,1,844.7763,circle,rectangle,pentagon,hexagon,diamond,DL,DM,UR,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.8447763,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,1,6,14,3,1,867.2523999,circle,rectangle,pentagon,hexagon,diamond,DR,DL,UR,UL,DM,#6A6A6A,#6A6A6A,#DD3500,#6A6A6A,present,UL,left,dist3,right,2,2,right,left,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.8672524,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,1,7,15,0,1,871.7782,circle,rectangle,pentagon,hexagon,diamond,DL,DR,UL,DM,UR,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UR,left,dist4,right,2,2,left,left,right,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.8717782,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,2,0,16,2,1,780.7606,circle,rectangle,pentagon,hexagon,diamond,DR,DM,UR,UL,DL,#6A6A6A,#6A6A6A,#DD3500,#6A6A6A,present,UL,right,dist3,right,2,2,left,right,right,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.7807606,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,2,1,17,1,1,777.5031,circle,rectangle,pentagon,hexagon,diamond,UL,DM,DR,DL,UR,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,DM,left,dist1,right,2,2,left,left,right,right,grey,#6A6A6A,#DD3500,red,num_2,1,0.7775031,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,2,2,18,0,1,740.1052001,circle,rectangle,pentagon,hexagon,diamond,DR,DL,DM,UR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UL,right,dist4,right,2,2,left,left,left,right,grey,#6A6A6A,#DD3500,red,num_2,1,0.7401052,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,2,3,19,5,1,552.8967,circle,rectangle,pentagon,hexagon,diamond,DR,UR,DM,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5528967,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,2,4,20,7,1,939.4504001,circle,rectangle,pentagon,hexagon,diamond,DM,DR,UL,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.9394504,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,2,5,21,4,1,619.5433,circle,rectangle,pentagon,hexagon,diamond,DL,DM,UR,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6195433,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,2,6,22,6,1,694.2734,circle,rectangle,pentagon,hexagon,diamond,DL,DR,DM,UR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6942734,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,2,7,23,3,1,844.8458001,circle,rectangle,pentagon,hexagon,diamond,DL,DM,UR,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UL,left,dist4,right,2,2,left,right,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.8448458,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,3,0,24,6,1,1085.4263,circle,rectangle,pentagon,hexagon,diamond,UR,DL,DM,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,1.0854263,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,3,1,25,4,1,852.4057,circle,rectangle,pentagon,hexagon,diamond,DL,DR,DM,UR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.8524057,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,3,2,26,2,1,894.64,circle,rectangle,pentagon,hexagon,diamond,DM,DL,UR,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UL,right,dist4,left,1,1,right,right,left,right,grey,#6A6A6A,#DD3500,red,num_1,1,0.89464,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,3,3,27,3,1,864.9457999,circle,rectangle,pentagon,hexagon,diamond,UL,DM,DL,UR,DR,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,DM,right,dist1,left,1,1,right,right,left,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.8649458,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,3,4,28,7,1,654.0514,circle,rectangle,pentagon,hexagon,diamond,UR,DM,DR,DL,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.6540514,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,3,5,29,1,1,1134.6952,circle,rectangle,pentagon,hexagon,diamond,DL,DM,DR,UL,UR,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,DR,left,dist2,right,2,2,right,left,right,left,grey,#6A6A6A,#DD3500,red,num_2,1,1.1346952,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,present,search,0,1,1,1,3,6,30,0,1,796.5899,circle,rectangle,pentagon,hexagon,diamond,UR,DL,DR,UL,DM,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,DL,right,dist1,left,1,1,right,right,right,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.7965899,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,3,7,31,5,1,933.7186,circle,rectangle,pentagon,hexagon,diamond,DM,DL,UR,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.9337186,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
trials.xlsx,main,absent,search,0,1,1,1,4,0,32,6,1,680.325,circle,rectangle,pentagon,hexagon,diamond,DM,UR,UL,DL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.680325,13995,1,1,21,f,right,normal,2022_Dec_06_1204,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,99.91337505
